course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev
ESE 160,Space Science and Engineering: Theory and Applications 001,Wordsworth,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=efb7394daa724fcd26b9d51e95cafe1277c440de080bca73d3e105a1a8120f332c394e2d0ac40758278169eb83eb30a3&ReportType=2&regl=en-US,FAS-160452-2238-1-1-001,FAS-160452-2238-1-1-001(Wordsworth),160452,15,17,4.25,4.0,4,0.7267178351197857,4.82,5.0,5,0.3861229196653691,3.92,4.0,4.0,1.44,4.33,4.5,5,0.78
ESE 164,Environmental Chemistry 001,Martin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=40c22c570c68141c501383a9569c7824ba1317c6247bfc4d0b6e5b987c60bbdf4ce1754f42ba7f759158e1912506862e&ReportType=2&regl=en-US,FAS-216418-2238-1-1-001,FAS-216418-2238-1-1-001(Martin),216418,9,11,3.75,3.5,3,1.0962246148188477,3.71,4.0,5,1.3859322064257258,4.88,4.5,6.0,1.73,3.75,4.0,4,1.04
ESE 169,Seminar on Global Pollution Issues 001,Sunderland,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=14ddaf40087c0312746f3498bdef69e0620dc56d92f4b719cfaa5a138150c533a9692128d7a6758e9c09f884fe31518e&ReportType=2&regl=en-US,FAS-109341-2238-1-1-001,FAS-109341-2238-1-1-001(Sunderland),109341,15,18,4.73,5.0,5,0.4461960433384737,4.87,5.0,5,0.33799766898963113,3.07,3.0,3.0,1.79,4.67,5.0,5,0.62
ESPP 77,"Technology, Environment, and Society 001",Jasanoff,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9a3d613021d8eaab93b50d477e32837d6918a6e87ebb3961aae525e757ef45d9f0553d519791151ea54db01e1e2047d7&ReportType=2&regl=en-US,FAS-109882-2238-1-1-001,FAS-109882-2238-1-1-001(Jasanoff),109882,25,34,3.54,4.0,4,1.1583687589961074,3.56,4.0,4,1.2742595393943001,4.78,5.0,6.0,1.44,3.46,3.5,3,1.14
ESPP 90G,The Law and Policy of Climate Change: Influencing Decision Makers 001,Joroff,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dccc5130e280a170ea7fc7e82192af6dffa4da6ac984002292617ebcbea52273ded4f1563bdb470fe285a9d0176efb4a&ReportType=2&regl=en-US,FAS-208113-2238-1-1-001,FAS-208113-2238-1-1-001(Joroff),208113,17,18,4.67,5.0,5,0.6066966359563963,4.87,5.0,5,0.33799766898963113,4.07,4.0,3.0,1.71,4.73,5.0,5,0.59
ESPP 90N,Addressing the Global Climate Crisis: Challenges for Both Developed and Developing Economies 001,McElroy,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c8f8341c73cbbf032e9a1df62351cfbcae51e1acd924bc6fa60bc622906c91349595de65a9c2cb5bf11d3d4b4e0ae99a&ReportType=2&regl=en-US,FAS-123858-2238-1-1-001,FAS-123858-2238-1-1-001(McElroy),123858,17,22,4.5,5.0,5,0.6113406364191519,4.8,5.0,5,0.5534768591941006,3.0,3.0,4.0,1.21,4.56,5.0,5,0.63
ESPP 90P,Climate Responsibility and Climate Action 001,Frumhoff,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f5a2d143316abe7091b9079ee6655242adb78fc3cd8339adb20a46da0163794bc56ba53229cbc071c549be2ebb8c16b6&ReportType=2&regl=en-US,FAS-220481-2238-1-1-001,FAS-220481-2238-1-1-001(Frumhoff),220481,14,16,4.64,5.0,5,0.7159792333764036,4.79,5.0,5,0.40936018074033237,3.64,3.0,3.0,1.6,4.64,5.0,5,0.74
ESPP 90W,"Global Wetlands: Boundary-spanning ecosystems for science, social justice, and public policy 001",Matthes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cfc3f10b7e276029cd4c5e133866858bd1688212b1f877fc7970e18b60b40bd1a2a71a20e9759b19cc90ac7eab20b64f&ReportType=2&regl=en-US,FAS-222801-2238-1-1-001,FAS-222801-2238-1-1-001(Matthes),222801,12,16,4.6,5.0,5,0.49236596391733095,4.8,5.0,5,0.40201512610368484,2.3,2.5,3.0,1.06,4.7,5.0,5,0.48
EMR 133,"Power, Knowledge, Identity: Critical Approaches to Race and Ethnicity 001",Craig,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3b15babc099ac03e85bdc3b87f99f4bb1cb0d0ef80d82fa7b9151ed36665622883b00ee657bcc09d932648540c7f3afe&ReportType=2&regl=en-US,FAS-208114-2238-1-1-001,FAS-208114-2238-1-1-001(Craig),208114,12,13,4.64,5.0,5,0.6438520439863917,5.0,5.0,5,0.0,5.0,5.0,5.0,2.1,4.55,5.0,5,0.93
EMR 151,"Quechua, Indigenous language revitalization and Global Indigeneity 001",Mendoza-Mori,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0e3ec6c4ab1cf61c808fa29c8311776a9a492da7f4db515d9fdd7abc781e8fbd742ea502ad1dd6b1b12024f0343bce8a&ReportType=2&regl=en-US,FAS-220110-2238-1-1-001,FAS-220110-2238-1-1-001(Mendoza-Mori),220110,12,17,4.73,5.0,5,0.4461960433384737,4.55,5.0,5,0.6571287406727709,4.55,4.0,4.0,2.3,4.55,5.0,5,0.69
EMR 157,"Techno-Orientalism: Asia, Technology, Futurity 1",Fernandez,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=be07d2a9501b5534ea2604bea2b1efdd1f0cf4b29eeec5b6f1830422da4bce7975a2a1b3bfc1d2229621cb36d5a71064&ReportType=2&regl=en-US,FAS-222802-2238-1-1-1,FAS-222802-2238-1-1-1(Fernandez),222802,5,8,4.8,5.0,5,0.40201512610368484,4.6,5.0,5,0.49236596391733095,4.6,4.0,3.0,1.82,4.8,5.0,5,0.45
EMR 158,"Land, Labor, and the Color Line: New Perspectives on Black and Indigenous Histories 1",Izadi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e73613c1cfb54518e8adf7543f09aba0b614a27dd3f6080c24c850b95146f763ad0f1313fa5c7a47d49653626fa44c21&ReportType=2&regl=en-US,FAS-222976-2238-1-1-1,FAS-222976-2238-1-1-1(Izadi),222976,9,12,4.89,5.0,5,0.31446603773522014,5.0,5.0,5,0.0,3.5,3.5,4.0,1.52,4.88,5.0,5,0.35
EMR 159,Contemporary Asian American Popular Culture 1,Fernandez,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0bfb770266e387076da5a5a34059ada5329947655cb09e8667edfba90983e9cebe64b6c97fe48859a980f6d889d233ff&ReportType=2&regl=en-US,FAS-222977-2238-1-1-1,FAS-222977-2238-1-1-1(Fernandez),222977,9,10,5.0,5.0,5,0.0,5.0,5.0,5,0.0,3.44,3.0,3.0,1.33,4.89,5.0,5,0.33
EMR 1010,Topics in Latinx Studies: Imagining Latinidad 001,Mendoza-Mori,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b699c64b79759e2d13833995d34e5496d14dbd44acd85cb5283a8da24733259bf0ddbb0834bf4f0e637219d95941690d&ReportType=2&regl=en-US,FAS-218600-2238-1-1-001,FAS-218600-2238-1-1-001(Mendoza-Mori),218600,22,29,4.52,5.0,5,0.6725155966390461,4.48,5.0,5,0.6735253251633257,4.1,4.0,4.0,2.49,4.52,5.0,5,0.68
EXPOS 10,Introduction to Expository Writing 101,Davies,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d412f6ab5b3f78f3ebb7d32dfb855c852821a33f975be760fd640a12c21302fd08aede3a0f37af7f772245adc41b6d14&ReportType=2&regl=en-US,FAS-118262-2238-1-1-101,FAS-118262-2238-1-1-101(Davies),118262,7,10,4.57,5.0,5,0.7297037292405271,4.71,5.0,5,0.45604802157206864,3.57,3.0,3.0,1.4,4.57,5.0,5,0.79
EXPOS 10,Introduction to Expository Writing 102,Deli,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=67e0a7c5c614a2cde7559c15d35d9b1f3b8aa1e36b0b427cce1dd9925763c12d4125451492bb8ebbb1be3a9b9ec5b8af&ReportType=2&regl=en-US,FAS-118262-2238-1-1-102,FAS-118262-2238-1-1-102(Deli),118262,6,10,4.67,5.0,5,0.47258156262526085,5.0,5.0,5,0.0,3.5,3.0,2.0,1.76,4.5,4.5,4,0.55
EXPOS 10,Introduction to Expository Writing 103,Deli,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fc3732400ac6eafefb57836bb40dd70de6067e87d07bda1fbe00c093e0fcbe50ba532b24b6259b7491bf8fe99103c2a0&ReportType=2&regl=en-US,FAS-118262-2238-1-1-103,FAS-118262-2238-1-1-103(Deli),118262,5,10,4.6,5.0,5,0.8040302522073697,4.8,5.0,5,0.40201512610368484,5.4,4.0,3.0,3.78,4.4,5.0,5,1.34
EXPOS 10,Introduction to Expository Writing 104,Hanes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c74b2771e7df28f0ee998cae45ca8ba9452ff1df6dc0696701ee62ded853b1f70ddca232c33239d8b81fa11501dc87d6&ReportType=2&regl=en-US,FAS-118262-2238-1-1-104,FAS-118262-2238-1-1-104(Hanes),118262,9,10,4.63,5.0,5,0.48685696356352653,5.0,5.0,5,0.0,5.38,5.0,5.0,1.3,4.25,4.5,5,0.89
EXPOS 10,Introduction to Expository Writing 105,Hanes,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4ce62880e7e4f168fbc5e37eddb9a531fb7c9d0f1d88e1be35641e64fbc89930e984a9f4ff3735758301fd671d152887&ReportType=2&regl=en-US,FAS-118262-2238-1-1-105,FAS-118262-2238-1-1-105(Hanes),118262,8,10,4.14,4.0,4,0.6415731927193978,4.71,5.0,5,0.45604802157206864,5.57,4.0,4.0,2.88,3.71,4.0,4,1.25
EXPOS 10,Introduction to Expository Writing 106,Heath,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a5b47b6f4fb752f194a3809e4a1d74d2084243409bb3e3d075cfb34454e5eaa5b4df5b789b77f65dbd647a6a1f80c2d8&ReportType=2&regl=en-US,FAS-118262-2238-1-1-106,FAS-118262-2238-1-1-106(Heath),118262,8,10,4.83,5.0,5,0.3775251680686369,5.0,5.0,5,0.0,4.83,4.5,5.0,1.72,4.67,5.0,5,0.52
EXPOS 10,Introduction to Expository Writing 107,Kauders,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cb575b9a3c5c3c079754cab219185951fef6b0bee7df81a6393221f71b049b94768065be3dd9feb66a5f4204845f2a18&ReportType=2&regl=en-US,FAS-118262-2238-1-1-107,FAS-118262-2238-1-1-107(Kauders),118262,6,10,4.25,4.5,5,0.8333333333333334,4.75,5.0,5,0.4351941398892446,3.25,3.0,3.0,1.26,4.0,4.0,4,0.82
EXPOS 10,Introduction to Expository Writing 108,Kauders,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=41ff5f76dadd28bc16fa8f1730a192952a484d3683527bb30ef46c965d1efdd22c816a12b292f2c674fe85f1d7c56030&ReportType=2&regl=en-US,FAS-118262-2238-1-1-108,FAS-118262-2238-1-1-108(Kauders),118262,9,10,4.25,4.0,4,0.4351941398892446,5.0,5.0,5,0.0,4.86,4.0,2.0,3.08,4.13,4.0,4,0.35
EXPOS 10,Introduction to Expository Writing 109,Jehn,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6b8bef541f0324161652f9f1c350c3d7307122c453a9546fcfb967b14feb650a37336a8603a04cbbd1ed8d62d753f376&ReportType=2&regl=en-US,FAS-118262-2238-1-1-109,FAS-118262-2238-1-1-109(Jehn),118262,6,8,4.67,5.0,5,0.47258156262526085,5.0,5.0,5,0.0,4.8,4.0,3.0,2.17,4.8,5.0,5,0.45
EXPOS 10,Introduction to Expository Writing 110,Johnson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ba91be98ddfb6e6621b4c63de17d5f1bb7307a010d31356b22ab155f88d0612ca80dfa0e0a6aaf5a967204cf43603701&ReportType=2&regl=en-US,FAS-118262-2238-1-1-110,FAS-118262-2238-1-1-110(Johnson),118262,8,10,4.5,4.5,4,0.502518907629606,5.0,5.0,5,0.0,4.14,4.0,5.0,1.35,4.14,4.0,4,0.69
EXPOS 10,Introduction to Expository Writing 111,Johnson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8079744c7553a5a44abefd92064a0c13982f095b5d45445a9f7e673363424810c89a0237ad11e3040b3fd2388d70a736&ReportType=2&regl=en-US,FAS-118262-2238-1-1-111,FAS-118262-2238-1-1-111(Johnson),118262,7,9,4.5,5.0,5,0.7697241372886474,4.83,5.0,5,0.3775251680686369,3.0,3.0,3.0,0.63,4.4,4.0,4,0.55
EXPOS 10,Introduction to Expository Writing 112,Johnson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6556dc63d5d01364f0ed13c77a5e172140233186920eba4ff7e90b60d002c9be35dabc616c714ae972d9dc3dd181960c&ReportType=2&regl=en-US,FAS-118262-2238-1-1-112,FAS-118262-2238-1-1-112(Johnson),118262,8,10,4.29,4.0,4,0.7005769628014332,5.0,5.0,5,0.0,4.57,3.0,3.0,2.64,4.43,4.0,4,0.53
EXPOS 10,Introduction to Expository Writing 113,Mardirossian,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2193acc56df5b87b262b5af3c3e55e833311d667087ce30ae387f96c9959379230fc53b3b2e7488432d02ed1ae818232&ReportType=2&regl=en-US,FAS-118262-2238-1-1-113,FAS-118262-2238-1-1-113(Mardirossian),118262,10,10,4.7,5.0,5,0.4605661864718383,5.0,5.0,5,0.0,3.0,2.0,2.0,1.8,4.78,5.0,5,0.44
EXPOS 10,Introduction to Expository Writing 114,Mardirossian,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6c1998bb5bc25c9a80539417634b85b758dbc47abecac9e4685018255c3983f0f01ff2aea79605157d9b61e8e6bd670d&ReportType=2&regl=en-US,FAS-118262-2238-1-1-114,FAS-118262-2238-1-1-114(Mardirossian),118262,10,10,4.8,5.0,5,0.40201512610368484,5.0,5.0,5,0.0,4.1,4.0,4.0,1.66,4.4,5.0,5,0.84
EXPOS 10,Introduction to Expository Writing 117,Parson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=941c0873474637b56e8d15be3e97e7129287733c793235770bd87a153cce550c37eac09e394c2c81f32d0ddab1c45f13&ReportType=2&regl=en-US,FAS-118262-2238-1-1-117,FAS-118262-2238-1-1-117(Parson),118262,6,10,5.0,5.0,5,0.0,5.0,5.0,5,0.0,3.2,3.0,3.0,1.1,4.4,4.0,4,0.55
EXPOS 10,Introduction to Expository Writing 118,Parson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4d184fcb921c153fc656dbda7fef4470f7fda3c88e0ae485ca22171fde43d4b6d4649c0bfd6099626ed5e3ef643edbb5&ReportType=2&regl=en-US,FAS-118262-2238-1-1-118,FAS-118262-2238-1-1-118(Parson),118262,7,8,4.5,4.5,4,0.502518907629606,4.83,5.0,5,0.3775251680686369,5.83,5.5,12.0,3.54,4.33,4.0,4,0.52
EXPOS 10,Introduction to Expository Writing 120,Sampson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=bb298ea372756acdbcff41ad0d97ffef2fc593ba40fd5d05c7c63a969fea390531dadbc7e00ad22a99a35aa30ba88b9c&ReportType=2&regl=en-US,FAS-118262-2238-1-1-120,FAS-118262-2238-1-1-120(Sampson),118262,8,10,4.63,5.0,5,0.48685696356352653,4.86,5.0,5,0.348735088019777,4.29,3.0,3.0,1.7,4.5,5.0,5,0.84
EXPOS 10,Introduction to Expository Writing 121,Sampson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=608dd397e7cef74bc2096917f85962e0043cd40713748c8c88f9dcd0e62aa56189419a1d796edc180249cfac088fe270&ReportType=2&regl=en-US,FAS-118262-2238-1-1-121,FAS-118262-2238-1-1-121(Sampson),118262,8,10,4.38,4.0,5,0.70317525947985,4.88,5.0,5,0.33655211592363116,6.13,4.5,4.0,3.48,4.5,4.5,4,0.53
EXPOS 10,Introduction to Expository Writing 122,Strauss,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5506ad778c31dedf237c479e16d72aef14832b3b012b1578a4a8d17bd9a30ca4140d0c1ce5610bc807f5cf496ef257de&ReportType=2&regl=en-US,FAS-118262-2238-1-1-122,FAS-118262-2238-1-1-122(Strauss),118262,6,10,3.6,4.0,4,0.49236596391733095,4.6,5.0,5,0.49236596391733095,3.8,3.0,3.0,2.95,4.2,4.0,4,0.45
EXPOS 10,Introduction to Expository Writing 123,Strauss,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=efec797f2b40deb145e9844a7c762e45ce3ea19a20cce80a9a1a578b35326fa24cc0c93add82eadef400abac4d9f247f&ReportType=2&regl=en-US,FAS-118262-2238-1-1-123,FAS-118262-2238-1-1-123(Strauss),118262,6,8,4.5,4.5,4,0.502518907629606,5.0,5.0,5,0.0,3.25,3.5,4.0,0.96,4.75,5.0,5,0.5
EXPOS 10,Introduction to Expository Writing 124,Vilbig,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=081bdd0981509c4245b30cf42d9d174361a3d410a8476a767ada866b2bda66ae8390dd1d42e853f4626c9e2175f0e51a&ReportType=2&regl=en-US,FAS-118262-2238-1-1-124,FAS-118262-2238-1-1-124(Vilbig),118262,8,9,3.38,4.0,4,0.9997029261705996,4.25,4.0,5,0.9813104998061026,5.13,4.5,4.0,1.55,3.63,3.5,3,1.06
EXPOS 10,Introduction to Expository Writing 125,Vilbig,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=aa7e8bdd6cd03d6eba59c8d2949dc57ec85d53bece23a8da4f6772e460ead246fa14983d34577d1b759734db8694d5e2&ReportType=2&regl=en-US,FAS-118262-2238-1-1-125,FAS-118262-2238-1-1-125(Vilbig),118262,5,8,4.2,4.0,4,0.40201512610368484,4.2,4.0,4,0.7521014330903549,7.4,8.0,8.0,2.19,4.0,4.0,4,0.71
EXPOS 10,Introduction to Expository Writing 126,Bellanca,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=05d5182793a83d849856af0f7f403144ae72ad21a43031bcfad1afc66f17a6b010c2c3260db85f0c741939952c660d0d&ReportType=2&regl=en-US,FAS-118262-2238-1-1-126,FAS-118262-2238-1-1-126(Bellanca),118262,10,10,3.7,4.0,3,1.1934162828797101,4.4,5.0,5,0.8040302522073697,4.3,4.5,5.0,1.34,3.6,4.0,4,1.07
EXPOS 20,Expository Writing 20 204,Baca,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b81a5344711049c4b38237dc7db1007f54cbf1e9d748eac79c3a004e1c4412aa035807860380c64ff0697015886ebd91&ReportType=2&regl=en-US,FAS-116353-2238-1-1-204,FAS-116353-2238-1-1-204(Baca),116353,12,14,4.5,5.0,5,0.674199862463242,4.6,5.0,5,0.6666666666666666,5.0,5.0,5.0,1.41,4.9,5.0,5,0.32
EXPOS 20,Expository Writing 20 205,Bafford,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9d61e57f8074b46014b0d31c0b7ba45efea6d8a4570452655a10398577728312a4787d4a62b81ef668d8654f38fee61e&ReportType=2&regl=en-US,FAS-116353-2238-1-1-205,FAS-116353-2238-1-1-205(Bafford),116353,11,15,3.44,3.0,3,1.0711639884954278,3.89,4.0,5,1.1055415967851332,5.22,5.0,6.0,0.97,2.78,3.0,4,1.3
EXPOS 20,Expository Writing 20 206,Bafford,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=28434d5bef137b6369f09ad77df07e7bb10efe3e1bf71fbd1ddca9c1e03248c7d2a00191f4e19832dac336a70bb3c976&ReportType=2&regl=en-US,FAS-116353-2238-1-1-206,FAS-116353-2238-1-1-206(Bafford),116353,10,15,4.22,4.0,4,0.6289320754704403,4.78,5.0,5,0.41633319989322654,6.75,4.5,4.0,5.65,4.0,4.0,4,1.07
EXPOS 20,Expository Writing 20 208,Brown,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c3b75cb3efe44d3d532bfe1084558f6588553a78945481ab7249b458df37b4db4170082ae250c33f930b3a4cf71e40f&ReportType=2&regl=en-US,FAS-116353-2238-1-1-208,FAS-116353-2238-1-1-208(Brown),116353,13,14,4.58,5.0,5,0.7677857445244406,4.92,5.0,5,0.2726599243442907,4.5,4.0,4.0,2.11,4.58,5.0,5,0.51
EXPOS 20,Expository Writing 20 209,Cole,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=550b7919f7b1c4817d3400c5e855a4de98800fabbb94d2cc35b8dfe79ca44cbbfc5a570e16938d6c33a34c820ffc5e15&ReportType=2&regl=en-US,FAS-116353-2238-1-1-209,FAS-116353-2238-1-1-209(Cole),116353,13,13,4.15,4.0,4,0.662410657211883,4.62,5.0,5,0.6339709708805222,3.92,4.0,4.0,1.55,4.46,4.0,4,0.52
EXPOS 20,Expository Writing 20 210,Cole,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=41fb0612884a485445d313993ff2ae43d2ba2a420024429a5d7445b27bf470c7ddf6ecf8216f4eb4c8d49255a3514d68&ReportType=2&regl=en-US,FAS-116353-2238-1-1-210,FAS-116353-2238-1-1-210(Cole),116353,14,14,4.43,5.0,5,0.7282884321503674,4.57,5.0,5,0.6236905474591538,5.93,4.0,5.0,7.13,4.29,5.0,5,1.14
EXPOS 20,Expository Writing 20 211,Garcia,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5db9654487303bbd901ce5f09fa4f70eeba084ad9dd6cfd68817215cabcef78c71ec8ae050840428dbffefc378f80807&ReportType=2&regl=en-US,FAS-116353-2238-1-1-211,FAS-116353-2238-1-1-211(Garcia),116353,12,15,3.36,4.0,4,1.0733748556329281,3.82,4.0,5,1.119070645429486,4.3,4.0,6.0,1.95,3.4,4.0,4,1.35
EXPOS 20,Expository Writing 20 212,Garcia,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c93424125036d7c63db74a5ad11452afcfaf5fdea17a5ed467c71a796c1ee38a9880110c33c14575b9b6c550806be45b&ReportType=2&regl=en-US,FAS-116353-2238-1-1-212,FAS-116353-2238-1-1-212(Garcia),116353,10,14,3.78,4.0,4,0.920908552657796,4.25,4.5,5,0.8333333333333334,7.5,8.0,10.0,3.38,3.5,3.5,3,0.53
EXPOS 20,Expository Writing 20 213,Given,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d8fb46df5c48bfaee1174e195083c8d7cb48af7a7920a20cd4b34abaf8a7d932b5a6ec9cf97d312a531092b084e80565&ReportType=2&regl=en-US,FAS-116353-2238-1-1-213,FAS-116353-2238-1-1-213(Given),116353,13,15,4.25,4.0,4,0.594934987760785,4.58,5.0,5,0.6371495868001453,7.25,6.5,8.0,3.67,4.25,4.5,5,0.87
EXPOS 20,Expository Writing 20 214,Given,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8cf29a8b7ee45d87f786c598dbec3e365d0ebd769c4e1076e9ae7f61171991ffe58c5fce72dd57d57b4c5ea3ce136873&ReportType=2&regl=en-US,FAS-116353-2238-1-1-214,FAS-116353-2238-1-1-214(Given),116353,12,15,3.7,4.0,4,0.9045340337332909,3.89,4.0,4,0.9988655696858586,5.1,4.0,4.0,2.28,3.2,3.0,3,1.03
EXPOS 20,Expository Writing 20 215,Gold,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d3677723aefb63812eec75c9918f79844de3571b2c5ee5f87faed3878de0e558890ff02906f87cdc3ad3fdf751efef07&ReportType=2&regl=en-US,FAS-116353-2238-1-1-215,FAS-116353-2238-1-1-215(Gold),116353,15,15,4.87,5.0,5,0.33799766898963113,4.93,5.0,5,0.2564323999762428,4.73,4.0,3.0,1.79,4.8,5.0,5,0.56
EXPOS 20,Expository Writing 20 216,Gold,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=48aa48b39314a0dfed3fad0aa321ff7879c1113a8c36a5518e61f74afec7ba76fd6c69a574d6e815c774c30cb8ebd240&ReportType=2&regl=en-US,FAS-116353-2238-1-1-216,FAS-116353-2238-1-1-216(Gold),116353,14,15,5.0,5.0,5,0.0,5.0,5.0,5,0.0,4.69,5.0,5.0,2.02,5.0,5.0,5,0.0
EXPOS 20,Expository Writing 20 217,Goldberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=023b16f5c3ddfa2f0579358744b8dedc76b4a670470250f57d57a6f36246bb8e511cbe875cc0ff1974fc53c3afbd3be0&ReportType=2&regl=en-US,FAS-116353-2238-1-1-217,FAS-116353-2238-1-1-217(Goldberg),116353,12,12,4.45,5.0,5,0.6578200914591107,4.82,5.0,5,0.3861229196653691,7.64,5.0,5.0,7.67,4.3,4.5,5,0.82
EXPOS 20,Expository Writing 20 218,Goldberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a2b33dfc5aa9aac1fb8819155ddcaaf5b3f2e7066ee799cbdd1243f30cd8bee00beab8f73a14117db0cb568deb94d3ad&ReportType=2&regl=en-US,FAS-116353-2238-1-1-218,FAS-116353-2238-1-1-218(Goldberg),116353,16,16,4.5,5.0,5,0.6113406364191519,4.81,5.0,5,0.3942772444036626,5.67,5.0,6.0,2.47,4.4,5.0,5,0.74
EXPOS 20,Expository Writing 20 219,Herron,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9509c6f92099a1adfb737a62350450501993a9f15b4d8dbc137d376e36ef5ae5b07c42a07c09e574b8b5ec1d42dad05a&ReportType=2&regl=en-US,FAS-116353-2238-1-1-219,FAS-116353-2238-1-1-219(Herron),116353,12,15,4.64,5.0,5,0.6438520439863917,4.91,5.0,5,0.28762349126466136,5.55,5.0,6.0,2.16,4.82,5.0,5,0.4
